word,FR,ES,CS,DE,PL
kakapo,kakapo,kakapo,kakapo,Kakapo,kakapo
kangaroo,kangourou,canguro,klokan,Känguru,kangur
kangaroo rat,rat kangourou,rata canguro,klokaní krysa,Kängururatte,szczur kangur
karakul,karakul,karakul,karakul,Karakul,karakul
katydid,katyde,katydid,katydid,Katzenjungfer,katydida
keel-billed toucan,toucan à quille,tucán de pico de quilla,tukan kýlnatý,Kiefernschnabeltukan,tukan kilowy
Kentrosaurus,Kentrosaurus,Kentrosaurus,Kentrosaurus,Kentrosaurus,Kentrozaur
killer whale,orque,orca,kosatka dravá,Killerwal,orka
king cobra,cobra royal,cobra real,kobra královská,Königskobra,kobra królewska
king crab,crabe royal,cangrejo real,krab královský,Königskrabbe,krab królewski
kinkajou,kinkajou,kinkajou,kinkajou,kinkajou,kinkajou
kiwi,kiwi,kiwi,kiwi,kiwi,kiwi
knobbed whelk,buccin noueux,ballena nudosa,plejtvák obrovský,Wellhornschnecke,gałka musza
koala,koala,koala,koala,Koala,koala
Komodo dragon,Dragon de Komodo,Dragón de Komodo,Komodský drak,Komodowaran,Smok z Komodo
kookaburra,kookaburra,cucaburra,kookaburra,Kookaburra,kookaburra
krill,krill,krill,krill,Krill,kryl
Kronosaurus,Kronosaurus,Kronosaurus,Kronosaurus,Kronosaurus,Kronozaur
Kudu,Koudou,Kudu,Kudu,Kudu,Kudu
Labrador retriever,Labrador retriever,Labrador retriever,Labradorský retrívr,Labrador Retriever,Labrador retriever
ladybug,coccinelle,mariquita,beruška,Marienkäfer,biedronka
lagomorph,lagomorphe,lagomorfo,zajícovec,Hasentiere,zajęczak
lake trout,truite de lac,trucha de lago,pstruh jezerní,Seeforelle,pstrąg jeziorowy
lanternfish,poisson-lanterne,pez linterna,lampionové ryby,Laternenfisch,ryba latarnia
larva,larves,larva,larvy,Larve,larwa
leafcutter ant,fourmi coupeuse de feuilles,hormiga cortadora de hojas,mravenec listonoš,Blattschneiderameise,mrówka liściożerna
leghorn,leghorn,leghorn,leghorn,Leghorn,leghorn
lemming,lemming,lemming,lumíci,Lemming,leming
lemon shark,requin citron,tiburón limón,žralok citronový,Zitronenhai,rekin cytrynowy
lemur,lémurien,lémur,lemur,Lemur,lemur
leopard,léopard,leopardo,leopardí,Leopard,lampart
Lhasa apso,Lhasa apso,Lhasa apso,Lhasa apso,Lhasa Apso,Lhasa apso
lice,poux,piojos,vši,Läuse,wszy
lightning bug,insecte foudroyant,luciérnaga,bleskový brouk,Glühwürmchen,błyskawica
limpet,patelle,lapa,limpet,Napfschnecke,limfa
lion,lion,león,lev,Löwe,lew
Liopleurodon,Liopleurodon,Liopleurodon,Liopleurodon,Liopleurodon,Liopleurodon
lizard,lézard,lagarto,ještěrka,Eidechse,jaszczurka
llama,lama,llama,lama,Lama,lama
lobster,homard,langosta,humr,Hummer,homar
locust,criquet,langosta,kobylky,Heuschrecke,szarańcza
loggerhead turtle,tortue caouanne,tortuga boba,želva kareta,Unechte Karettschildkröte,żółw szylkretowy
longhorn,longhorn,cuerno largo,longhorn,Langhorn,longhorn
loon,huard,somorgujo,loon,Eistaucher,loon
lorikeet,loriquet,loriquito,lorikeet,Lorikeet,lorik
loris,loris,loris,loris,Loris,lory
louse,poux,piojo,veš,Läuse,wesz
luminous shark,requin lumineux,tiburón luminoso,světélkující žralok,leuchtender Hai,świecący rekin
luna moth,luna moth,polilla luna,můra luna,Lunafalter,ćma luna
lynx,lynx,lince,rys,Luchs,ryś
macaque,macaque,macaco,makak,Makaken,makak
macaw,ara,guacamayo,makak,Aras,ara
mackerel,maquereau,caballa,makrela,Makrele,makrela
Macrauchenia,Macrauchenia,Macrauchenia,Macrauchenia,Macrauchenia,Macrauchenia
maggot,asticot,gusano,larvy,Maden,larwa
mako shark,requin mako,tiburón mako,žralok mako,Makohai,rekin mako
mallard duck,canard colvert,ánade real,kachna divoká,Stockente,kaczka krzyżówka
mamba,mamba,mamba,mamba,Mamba,mamba
mammal,mammifère,mamífero,savci,Säugetier,ssak
mammoth,mammouth,mamut,mamut,Mammut,mamut
man-o'-war,homme de guerre,hombre-guerra,man-o'-war,Mann-o'-war,człowiek-wojna
manatee,lamantin,manatí,kapustňák,Seekuh,manat
mandrill,mandrill,mandril,mandril,Mandrill,mandryl
manta ray,raie manta,manta raya,rejnok manta,Mantarochen,manta
mantid,mantide,mantis,mantid,Gottesanbeterin,modliszka
mantis,mante,mantis,kudlanka nábožná,Gottesanbeterin,modliszka
marbled murrelet,guillemot marbré,mérgulo jaspeado,mramorovaný muréna,Marmorbrustvogel,marmurkowy murrelet
marine mammals,mammifères marins,mamíferos marinos,mořští savci,Meeressäugetiere,ssaki morskie
marmoset,ouistiti,tití,marmoška,Seidenäffchen,marmozeta
marmot,marmotte,marmota,svišť,Murmeltier,świstak
marsupial,marsupial,marsupial,vačnatci,Beuteltier,torbacz
mastiff,mâtin,mastín,mastif,Dogge,mastif
mastodon,mastodonte,mastodonte,mastodont,Mastodon,mastodont
meadowlark,alouette des champs,alondra de los prados,skřivan luční,Wiesenlerche,skowronek łąkowy
mealworm,ver de farine,gusano de la harina,mouční červi,Mehlwurm,mącznik
meerkat,suricate,suricata,surikata,Erdmännchen,surykatka
Megalodon,Mégalodon,Megalodón,Megalodon,Megalodon,Megalodon
megamouth shark,requin mégaptère,tiburón megamouth,žralok velkohubý,Großmaul-Hai,rekin ludojad
merganser,harle,esmerejón,merganser,Gänsesäger,nurogęś
mice,souris,ratones,myši,Mäuse,myszy
midge,moucheron,jején,midge,Mücke,muszka
migrate,migrer,migran,migrovat,wandern,migrować
millipede,mille-pattes,milpiés,stonožky,Tausendfüßler,krocionóg
mink,vison,visón,norek,Nerz,norki
minnow,vairon,pececillo,minnow,Elritze,strzebla
moa,moa,moa,moa,Moa,moa
mockingbird,oiseau moqueur,sinsonte,drozda,Spottdrossel,szyderca
mole,taupe,topo,krtek,Maulwurf,kret
mollusk,mollusque,molusco,měkkýši,Molluske,mięczak
monarch butterfly,papillon monarque,mariposa monarca,motýl monarcha,Monarchfalter,motyl monarcha
mongoose,mangouste,mangosta,mangusta,Mungo,mangusta
monitor lizard,varan,lagarto monitor,ještěrka obecná,Waran,jaszczurka monitorująca
monkey,singe,mono,opice,Affe,małpa
monotreme,monotrème,monotrema,monotremní,Monotreme,monotreme
moose,élan,alces,los,Elche,łoś
moray eel,murène,morena,muréna,Muräne,murena
Morganucodon,Morganucodon,Morganucodon,Morganucodon,Morganucodon,Morganukodon
morpho butterfly,papillon morpho,mariposa morfo,motýl morfo,Morpho-Schmetterling,motyl morpho
mosquito,moustique,mosquito,komáři,Stechmücke,komar
moth,papillon de nuit,polilla,můry,Motte,ćma
mountain lion,lion de montagne,puma,puma,Berglöwe,lew górski
mouse,souris,ratón,myš,Maus,mysz
mudpuppy,chiot de boue,mudpuppy,mudpuppy,mudpuppy,mudpuppy
musk ox,bœuf musqué,buey almizclero,pižmoň,Moschusochse,wół piżmowy
muskrat,rat musqué,rata almizclera,pižmovka,Bisamratte,piżmak
mussels,moules,mejillones,mušle,Muscheln,małże
mustelids,mustélidés,mustélidos,mustelidi,Schuppentiere,mustelidy
nabarlek,nabarlek,nabarlek,nabarlek,nabarlek,nabarlek
naked mole-rat,rat-taupe nu,rata topo desnuda,nahá krtčí krysa,Nacktmull,nagi kret-szczur
nandu,nandu,nandu,nandu,nandu,nandu
narwhal,narval,narval,narval,Einhornwal,narwal
nautilus,nautile,nautilus,nautilus,Nautilus,nautilus
nene,nène,nene,nene,nene,nene
nest,nid,nido,hnízdo,Nest,gniazdo
newt,triton,tritón,mloka,Wassermolch,traszka
nightingale,rossignol,ruiseñor,slavík,Nachtigall,słowik
nine-banded armadillo,tatou à neuf bandes,armadillo de nueve bandas,pásovec devítipásý,Neunbinden-Gürteltier,pancernik dziewięciopasmowy
North American beaver,Castor d'Amérique du Nord,Castor norteamericano,Severoamerický bobr,Nordamerikanischer Biber,Bóbr północnoamerykański
North American porcupine,Porc-épic d'Amérique du Nord,Puercoespín norteamericano,Severoamerický dikobraz,Nordamerikanisches Stachelschwein,Jeżozwierz północnoamerykański
northern cardinal,cardinal du nord,cardenal boreal,kardinál severní,Nordkardinal,kardynał północny
northern elephant seal,éléphant de mer du Nord,elefante marino del norte,tuleň severní,nördlicher Seeelefant,foka słoniowa północna
northern fur seal,otarie à fourrure du Nord,foca peletera del norte,tuleň severní,Nördliche Pelzrobbe,foka północna
northern right whale,baleine franche du Nord,ballena franca boreal,velryba severní,Nördlicher Glattwal,prawy wieloryb północny
numbat,numbat,numbat,numbat,Numbat,numbat
nurse shark,requin nourrice,tiburón nodriza,žralok obecný,Ammenhai,rekin pielęgniarz
nuthatch,sittelle,trepador azul,kavky,Kleiber,kowalik
nutria,ragondin,nutria,nutrie,Nutria,nutria
nymph,nymphe,ninfa,nymfa,Nymphe,nimfa
ocelot,ocelot,ocelote,ocelot,Ozelot,ocelot
octopus,pieuvre,pulpo,chobotnice,Oktopus,ośmiornica
okapi,okapi,okapi,okapi,Okapi,okapi
old English sheepdog,vieux chien de berger anglais,viejo perro pastor inglés,starý anglický ovčák,alter englischer Schäferhund,owczarek staroangielski
onager,onager,onagro,onger,onager,onager
opossum,opossum,zarigüeya,vačice,Opossum,opos
orangutan,orang-outan,orangután,orangutan,Orang-Utan,orangutan
orca,orque,orca,kosatky,Orca,orka
Oregon silverspot butterfly,papillon de l'Oregon,Mariposa silverspot de Oregón,Motýl oregonský stříbřitý,Oregon-Silberfleck-Schmetterling,Motyl modraszek oregoński
oriole,oriole,oropéndola,volavka popelavá,Pirol,wilga
Ornitholestes,Ornitholestes,Ornitholestes,Ornitholestes,Ornitholestes,Ornitholestes
Ornithomimus,Ornithomimus,Ornithomimus,Ornithomimus,Ornithomimus,Ornithomimus
oropendola,oropendola,oropéndola,oropendola,oropendola,oropendola
Orthacanthus,Orthacanthus,Orthacanthus,Orthacanthus,Orthacanthus,Orthacanthus
oryx,oryx,oryx,oryx,Oryx,oryks
ostrich,autruche,avestruz,pštros,Strauß,struś
"otter, river","loutre, rivière","nutria, río","vydra, řeka","Otter, Fluss","wydra, rzeka"
"otter, sea",loutre de mer,"nutria, mar","vydra, mořská","Otter, Meer","wydra, morze"
Oviraptor,Oviraptor,Oviraptor,Oviraptor,Oviraptor,Oviraptor
owl,hibou,búho,sova,Eule,sowa
ox,bœuf,buey,vůl,Ochse,wół
oxpecker,oxpecker,buey,oxpecker,Oxpecker,oxpecker
oyster,huître,ostra,ústřice,Austern,ostryga
painted lady butterfly,papillon dame peinte,mariposa dama pintada,motýlek babočka malířská,Schmetterlingsmaki,motyl malowana dama
painted turtle,tortue peinte,tortuga pintada,želva malovaná,Gemalte Schildkröte,żółw malowany
panda,panda,panda,panda,Panda,panda
pangolin,pangolin,pangolín,pangolin,Schuppentier,pangolin
panther,panthère,pantera,panter,Panther,pantera
parakeet,perruche,periquito,papoušek,Sittich,papużka
parrot,perroquet,loro,papoušek,Papagei,papuga
peacock,paon,pavo real,páv,Pfau,paw
peafowl,piafs,pavo real,peafowl,Pfau,paw
pekingese,pékinois,pequinés,pekingský psík,Pekinese,pekińczyk
pelican,pélican,pelícano,pelikán,Pelikan,pelikan
penguin,pingouin,pingüino,tučňák,Pinguin,pingwin
peregrine falcon,faucon pèlerin,halcón peregrino,sokol stěhovavý,Wanderfalke,sokół wędrowny
Perissodactyls,Périssodactyles,Perisodáctilos,Perissodactyls,Perissodactylus,Peryssodaktyle
petrel,pétrel,petrel,petrel,Sturmvogel,petrel
pig,cochon,cerdo,prase,Schwein,świnia
pigeon,pigeon,paloma,holubi,Taube,gołąb
pika,pika,pika,pika,Pika,pika
pill bug,insecte à pilules,bicho pastilla,tabletový brouk,Pillenwanze,pluskwa pigułkowa
pinnipeds,pinnipèdes,pinnípedos,ploutvonožci,Tausendfüßler,płetwonogie
piranha,piranha,piraña,piraně,Piranha,pirania
placental mammals,mammifères placentaires,mamíferos placentarios,placentální savci,Plazenta-Säugetiere,ssaki łożyskowe
plankton,plancton,plancton,plankton,Plankton,plankton
platybelodon,platybelodon,platybelodon,platybelodon,platybelodon,platybelodon
platypus,ornithorynque,ornitorrinco,platypus,Schnabeltier,dziobak
ploughshare tortoise,tortue à soc,tortuga de arado,želva orební,Pflugschar-Schildkröte,żółw lemieszowy
plover,pluvier,chorlito,hrdlička divoká,Kiebitz,sieweczka
polar bear,ours polaire,oso polar,lední medvěd,Eisbär,niedźwiedź polarny
polliwog,polliwog,polliwog,polliwog,polliwog,polliwog
pomeranian,poméranien,pomerania,pomeranian,Pomeranian,pomeranian
pompano,pompano,pompano,Pompano,Pompano,pompano
pond skater,patineur d'étang,patinador de estanque,bruslař na rybníku,Schlittschuhläufer,łyżwiarz stawowy
poodle,caniche,caniche,pudl,Pudel,pudel
porcupine,porc-épic,puercoespín,dikobraz,Stachelschwein,jeżozwierz
porpoise,marsouin,marsopa,sviňuchy,Schweinswal,morświn
Port Jackson shark,Requin de Port Jackson,Tiburón de Port Jackson,Žralok Port Jackson,Port Jackson Hai,Rekin z Port Jackson
Portuguese water dog,chien d'eau portugais,Perro de aguas portugués,Portugalský vodní pes,Portugiesischer Wasserhund,Portugalski pies wodny
Postosuchus,Postosuchus,Postosuchus,Postosuchus,Postosuchus,Postosuchus
prairie chicken,poulet de prairie,pollo de las praderas,prérijní kuře,Präriehuhn,kurczak preriowy
praying mantid,mante religieuse,mantis religiosa,kudlanka nábožná,Gottesanbeterin,modliszka
praying mantis,mante religieuse,mantis religiosa,kudlanka nábožná,Gottesanbeterin,modliszka
primates,primates,primates,primáti,Primaten,naczelne
Proboscideans,Proboscidiens,Proboscídeos,Proboscideans,Proboszidea,Proboszczowate
pronghorn,pronghorn,berrendo,pronghorn,Gabelbock,pronghorn
protozoan,protozoaire,protozoos,prvoci,Protozoen,pierwotniak
pufferfish,poisson-globe,pez globo,puchýřnatky,Kugelfisch,rozdymka
puffin,macareux,frailecillo,puffin,Papageientaucher,maskonur
pug,carlin,carlino,mops,Mops,mops
puma,puma,puma,puma,Puma,puma
pupa,chrysalide,pupa,kukla,Puppe,poczwarka
pupfish,nymphéa,peces martillo,kukly,Welpenfisch,poczwarki
python,python,pitón,krajta,Python,pyton
Quaesitosaurus,Quaesitosaurus,Quaesitosaurus,Quaesitosaurus,Quaesitosaurus,Quaesitosaurus
quagga,quagga,quagga,quagga,Quagga,quagga
quail,caille,codorniz,křepelky,Wachtel,przepiórka
Queen Alexandra's birdwing,L'aile d'oiseau de la reine Alexandra,Ala de pájaro de la Reina Alexandra,Ptačí křídlo královny Alexandry,Königin Alexandras Vogelschwinge,Ptasie skrzydło królowej Aleksandry
queen conch,conque reine,concha reina,královna mušlí,Muschelkönigin,królowa koncha
quetzal,quetzal,quetzal,quetzal,Quetzal,kwezal
quokka,quokka,quokka,quokka,Quokka,quokka
quoll,quoll,quoll,quoll,quoll,przepiórka
rabbit,lapin,conejo,králík,Kaninchen,królik
raccoon,raton laveur,mapache,mýval,Waschbär,szop
rat,rat,rata,krysy,Ratte,szczur
rattlesnake,serpent à sonnette,serpiente de cascabel,chřestýš,Klapperschlange,grzechotnik
ray,rayon,rayo,paprsek,Rochen,promień
red hooded duck,canard à capuchon rouge,pato de capucha roja,kachna s červenou kapucí,rote Kapuzen-Ente,kaczka z czerwonym kapturem
red kangaroo,kangourou rouge,canguro rojo,klokan rudý,rotes Känguru,kangur czerwony
red panda,panda roux,panda rojo,panda červená,Roter Panda,panda czerwona
red wolf,loup rouge,lobo rojo,červený vlk,roter wolf,czerwony wilk
red-tailed hawk,buse à queue rousse,halcón de cola roja,jestřáb červenoocasý,Rotschwanzbussard,jastrząb z czerwonym ogonem
redbilled oxpecker,pic à bec rouge,búho real,volavka červenobřichá,Rotschnabel-Madenhacker,dzięcioł czerwonodzioby
reindeer,renne,reno,sobi,Rentier,renifer
reptile,reptile,reptil,plazi,Reptil,gad
rhea,nandou,ñandú,rhea,rhea,reja
rhino,rhinocéros,rinoceronte,nosorožci,Nashorn,nosorożec
rhinoceros,rhinocéros,rinoceronte,nosorožec,Nashorn,nosorożec
Rhode Island red,Rhode Island rouge,Rojo de Rhode Island,Rhode Island červená,Rhode Island rot,Rhode Island czerwony
right whale,baleine franche,ballena franca,velryba pravá,Glattwal,prawy wieloryb
ring-billed gull,goéland à bec cerclé,gaviota cabecinegra,racek kroužkovaný,Ringschnabelmöwe,mewa obrączkowana
ring-tailed lemur,lémurien à queue en anneau,lémur de cola anillada,lemur kroužkovaný,Ringschwanzlemur,lemur obrączkowany
ringtail possum,opossum à queue annelée,zarigüeya de cola anillada,vačice kroužkovaná,Ringelschwanz Opossum,opos ogoniasty
river otter,loutre de rivière,nutria de río,vydra říční,Flussotter,wydra rzeczna
roach,cafard,cucaracha,šváb,Kakerlake,płoć
roadrunner,coureur des bois,correcaminos,běžec na silnici,Roadrunner,roadrunner
robin,rouge-gorge,petirrojo,robin,Rotkehlchen,robin
rock dove,colombe des rochers,paloma de roca,holubice skalní,Felsentaube,gołąb skalny
rockhopper penguin,manchot rockhopper,pingüino saltarrocas,tučňák skalní,Felsenschwanzpinguin,pingwin skalny
rodent,rongeur,roedores,hlodavci,Nagetier,gryzoń
rooster,coq,gallo,kohout,Hahn,kogut
rottweiler,rottweiler,rottweiler,rotvajler,Rottweiler,rottweiler
roundworm,ver rond,ascáride,škrkavky,Spulwurm,glista
ruby-throated hummingbird,colibri à gorge rubis,colibrí garganta de rubí,kolibřík rubínový,Rubinkehlkolibri,koliber rubinowy
sailfish,poisson-voile,pez vela,plachetník,Segelfisch,żaglica
salamander,salamandre,salamandra,salamandr,Salamander,salamandra
salmon,saumon,salmón,losos,Lachs,łosoś
sand dollar,dollar des sables,dólar de arena,písečný dolar,Sanddollar,piaskowy dolar
sandpiper,bécasseau,correlimos,písečník,Flussuferläufer,piaskownica
scallop,coquille Saint-Jacques,vieira,hřebenatky,Jakobsmuschel,przegrzebek
scarlet macaw,ara écarlate,guacamaya roja,makak šarlatový,Scharlachara,ara szkarłatna
scorpion,scorpion,escorpión,štír,Skorpion,skorpion
Scottish terrier,terrier écossais,terrier escocés,Skotský teriér,Schottischer Terrier,Terier szkocki
sea anemone,anémone de mer,anémona marina,mořská sasanka,Seeanemone,ukwiał morski
sea cow,vache de mer,vaca marina,mořská kráva,Seekuh,krowa morska
sea cucumber,concombre de mer,pepino de mar,mořská okurka,Seegurke,ogórek morski
sea otter,loutre de mer,nutria marina,mořská vydra,Seeotter,wydra morska
sea star,étoile de mer,estrella de mar,mořská hvězda,Seestern,gwiazda morska
sea turtle,tortue de mer,tortuga marina,mořská želva,Meeresschildkröte,żółw morski
sea urchin,oursin,erizo de mar,mořský ježek,Seeigel,jeżowiec
sea worm,ver de mer,gusano de mar,mořský červ,Seewurm,robak morski
seahorse,hippocampe,caballito de mar,mořský koník,Seepferdchen,konik morski
seal,phoque,foca,tuleni,Seehund,foka
sealion,phoque,león marino,lachtan,Seelöwe,fokion
serval,serval,serval,serval,Serval,serwal
shark,requin,tiburón,žralok,Hai,rekin
sheep,mouton,ovejas,ovce,Schafe,owca
shrew,musaraigne,musaraña,shrew,Spitzmaus,ryjówka
shrimp,crevettes,gambas,krevety,Krabbe,krewetki
siamang,siamang,siamang,siamang,siamang,siamang
Siberian husky,husky sibérien,husky siberiano,Sibiřský husky,Sibirischer Schlittenhund,husky syberyjski
silkworm,ver à soie,gusano de seda,bource morušového,Seidenraupen,jedwabnik
silverfish,poisson d'argent,pececillo de plata,stříbřitá rybka,Silberfischchen,ryba srebrna
skink,scinque,eslizón,skink,Skink,jaszczurka
skipper,skipper,patrón,kapitán,Skipper,sternik
skunk,mouffette,mofeta,skunk,Stinktier,skunks
sloth,paresseux,perezoso,lenochod,Faultier,leniwiec
slow worm,ver lent,gusano lento,pomalý červ,Blindschleiche,powolny robak
slug,limace,babosa,slimák,Schnecke,ślimak
Smilodon,Smilodon,Smilodon,Smilodon,Smilodon,Smilodon
snail,escargot,caracol,hlemýžď,Schnecke,ślimak
snake,serpent,serpiente,hadi,Schlange,wąż
snapper,vivaneau,pargo,snapper,Schnapper,lucjan
snapping turtle,tortue serpentine,tortuga mordedora,želva bahenní,Schnappschildkröte,żółw błotny
snow goose,oie des neiges,ganso de nieve,sněžná husa,Schneegans,gęś śnieżna
snow leopard,léopard des neiges,leopardo de las nieves,levhart sněžný,Schneeleopard,pantera śnieżna
snowy owl,hibou des neiges,búho nival,sova sněžná,Schnee-Eule,śnieżna sowa
softshell turtle,tortue molle,tortuga de caparazón blando,želva softshell,Sumpfschildkröte,żółw softshell
sparrow,moineau,gorrión,vrabec,Sperling,wróbel
spectacled caiman,caïman à lunettes,caimán de anteojos,kajman brýlový,Brillenkaiman,kajman okularowy
spectacled porpoise,marsouin à lunettes,marsopa de anteojos,sviňucha brýlatá,Brillenschweinswal,morświn okularowy
spider,araignée,araña,pavouk,Spinne,pająk
spiny anteater,fourmilier épineux,oso hormiguero espinoso,mravenečník ostnitý,Stacheliger Ameisenbär,mrówkojad kolczasty
spiny lizard,lézard épineux,lagarto espinoso,ještěrka ostnitá,Stacheleidechse,jaszczurka kolczasta
sponge,éponge,esponja,houba,Schwamm,gąbka
spotted owl,chouette tachetée,búho moteado,sova skvrnitá,Fleckenkauz,sowa cętkowana
springtail,queue de printemps,colémbolo,jarní ocásek,Frühlingsschwanz,ogon wiosenny
squid,calmar,calamar,chobotnice,Tintenfisch,kałamarnica
squirrel,écureuil,ardilla,veverka,Eichhörnchen,wiewiórka
St. Bernard,Saint-Bernard,San Bernardo,Bernardýn,Bernhardiner,Bernardyn
starfish,étoile de mer,estrella de mar,hvězdice,Seesterne,rozgwiazda
starling,étourneau,estornino,špaček,Stare,szpak
Stegosaurus,Stégosaure,Estegosaurio,Stegosaurus,Stegosaurus,Stegozaur
stingray,raie,raya,rejnok,Stechrochen,płaszczka
stonefly,mouche de pierre,mosca de piedra,kamenáč,Steinfliege,mucha
stork,cigogne,cigüeña,čáp,Storch,bocian
sugar glider,planeur de sucre,planeador del azúcar,kluzák cukrový,Zuckerflieger,szybowiec cukrowy
sunfish,poisson-lune,pez luna,slunečnice,Sonnenbarsch,ryba słoneczna
swallowtail butterfly,papillon hirondelle,mariposa cola de golondrina,motýl vlaštovčí ocas,Schwalbenschwanz-Schmetterling,motyl jaskółczy ogon
swan,cygne,cisne,labuť,Schwan,łabędź
swift,martinet,vencejo,swift,Mauersegler,jerzyk
swordfish,espadon,pez espada,mečoun,Schwertfisch,włócznik
T. rex,T. rex,T. rex,T. rex,T. rex,T. rex
tadpole,têtard,renacuajo,pulci,Kaulquappe,kijanka
tamarin,tamarin,tamarino,tamarín,tamarin,tamaryna
tanager,faucon pèlerin,tangara,tanager,Tanager,tanager
tapir,tapir,tapir,tapír,Tapir,tapir
tarantula,tarentule,tarántula,tarantule,Vogelspinne,tarantula
tarpon,tarpon,sábalo,tarpon,Tarpon,tarpon
tarsier,tarsier,tarsero,tarsier,Tarsier,tarsier
Tasmanian devil,diable de Tasmanie,demonio de Tasmania,Tasmánský čert,Tasmanischer Teufel,Diabeł tasmański
Tasmanian tiger,tigre de Tasmanie,Tigre de Tasmania,Tasmánský tygr,Tasmanischer Tiger,Tygrys tasmański
Teratosaurus,Tératosaure,Teratosaurus,Teratosaurus,Teratosaurus,Teratozaur
termite,termite,termitas,termitiště,Termiten,termit
tern,sterne,charrán,rybák,Seeschwalbe,rybitwa
terrier,terrier,terrier,teriér,Terrier,terier
Thecodontosaurus,Thecodontosaurus,Tecodontosaurio,Thecodontosaurus,Thecodontosaurus,Teodontozaur
Thescelosaurus,Thescelosaurus,Thescelosaurus,Thescelosaurus,Thescelosaurus,Thescelosaurus
three-toed sloth,paresseux à trois doigts,perezoso de tres dedos,lenochod tříprstý,Dreizehenfaultier,leniwiec trójpalczasty
thresher shark,requin renard,tiburón zorro,žralok mlátička,Fuchshai,rekin kosogon
thrip,thrip,trips,truskavec,Thripse,wciornastek
tick,tique,garrapata,klíště,Zecke,kleszcz
tiger,tigre,tigre,tygr,Tiger,tygrys
tiger shark,requin tigre,tiburón tigre,žralok tygří,Tigerhai,rekin tygrysi
tiger swallowtail butterfly,papillon tigré,mariposa cola de golondrina tigre,motýl tygří vlaštovka,Tigerschwalbenschwanz Schmetterling,motyl tygrysi ogon
toad,crapaud,sapo,ropucha obecná,Kröte,ropucha
Torosaurus,Torosaurus,Torosaurus,Torosaurus,Torosaurus,Torozaur
tortoise,tortue,tortuga,želva,Schildkröte,żółw
toucan,toucan,tucán,tukan,Tukan,tukan
Trachodon,Trachodon,Trachodon,Trachodon,Trachodon,Trachodon
tree shrew,musaraigne arboricole,musaraña arborícola,stromový křeček,Baumspitzmaus,ryjówka drzewna
tree sparrow,moineau des arbres,gorrión molinero,vrabec stromový,Feldsperling,wróbel
treefrog,rainette,rana arborícola,žába stromová,Laubfrosch,żaba drzewna
Triceratops,Triceratops,Triceratops,Triceratops,Triceratops,Triceratops
Trilobite,Trilobite,Trilobites,Trilobit,Trilobiten,Trylobit
Troodon,Troodon,Troodon,Troodon,Troodon,Troodon
trout,truite,trucha,pstruh,Forelle,pstrąg
trumpeter swan,cygne trompette,cisne trompetero,labuť trubač,Trompeterschwan,łabędź trębacz
tsetse fly,mouche tsé-tsé,mosca tsetsé,moucha tse-tse,Tsetsefliege,mucha tsetse
tuatara,tuatara,tuatara,tuatara,tuatara,tuatara
tuna,thon,atún,tuňák,Thunfisch,tuńczyk
tundra wolf,loup de la toundra,lobo de tundra,vlk tundrový,Tundrawolf,wilk tundrowy
turkey,dinde,pavo,krocan,Truthahn,indyk
turtle,tortue,tortuga,želva,Schildkröte,żółw
Tyrannosaurus rex,Tyrannosaurus rex,Tiranosaurio rex,Tyranosaurus rex,Tyrannosaurus rex,Tyrannosaurus rex
Ultrasaurus,Ultrasaure,Ultrasaurus,Ultrasaurus,Ultrasaurus,Ultrasaurus
Ulysses butterfly,Papillon Ulysse,La mariposa Ulises,Motýl Odysseus,Ulysses Schmetterling,Motyl Ulisses
umbrellabird,oiseau parapluie,pájaro paraguas,deštníkový pták,Regenschirmvogel,parasolnik
ungulates,ongulés,ungulados,kopytníci,Huftiere,kopytne
uniramians,uniramiens,uniramianos,uniramians,Uniramianer,uniramianie
urchin,oursin,erizo,ježek,Seeigel,jeżowiec
Utahraptor,Utahraptor,Utahraptor,Utahraptor,Utahraptor,Utahraptor
valley quail,caille de la vallée,codorniz del valle,křepelka polní,Talwachtel,przepiórka dolinowa
vampire bat,chauve-souris vampire,murciélago vampiro,upíří netopýr,Vampir-Fledermaus,nietoperz wampir
veiled chameleon,caméléon voilé,camaleón velado,chameleon zahalený,Schleierchamäleon,zawoalowany kameleon
Velociraptor,Vélociraptor,Velociraptor,Velociraptor,Velociraptor,Welociraptor
venomous animals,animaux venimeux,animales venenosos,jedovatá zvířata,giftige Tiere,zwierzęta jadowite
vertebrates,vertébrés,vertebrados,obratlovci,Wirbeltiere,kręgowce
viceroy butterfly,papillon viceroy,mariposa virrey,motýl viceroy,Vizekönig Schmetterling,motyl wicekról
vinegarroon,vinaigrier,vinegarroon,octomilka,Essigroon,ocet
viper,vipère,víbora,zmije,Viper,żmija
Virginia opossum,Opossum de Virginie,zarigüeya de Virginia,vačice virginská,Virginia Opossum,Opos wirginijski
Vulcanodon,Vulcanodon,Vulcanodon,Vulcanodon,Vulcanodon,Wulkanodon
vulture,vautour,buitre,supi,Geier,sęp
walkingstick,bâton de marche,bastón,walkingstick,Spazierstock,laska
wallaby,wallaby,wallaby,wallaby,Wallaby,walabia
walrus,morse,morsa,mrož,Walross,mors
warthog,phacochère,facóquero,prasata bradavičnatá,Warzenschwein,guźce
wasp,guêpe,avispa,vosy,Wespe,osa
